vid,payee,hv_exposure,flagged_exposure,n_flagged,n_tier1,usd_tier1,n_tier2,top_tier,max_risk_score,agencies_served,top_agency,first_year_seen,peak_agency_share,top_markers,verify_verdict,overtaker_interest,recommended_action,public_context
VC0000006155,NATIONAL GOVERNORS ASSOCIATION,520800,520800,4,0,,1,2,8.4,1,GOVERNOR'S OFFICE,2017,0.006173870949248468,whole_dollar|new_vendor_large,,,,
VC0000024785,COLFIN PHX TOWER FUNDING LLC,1676235,1676235,12,0,,6,2,8.4,1,DEPT OF CHILD SAFETY,2016,0.001479805306287883,offcontract|whole_dollar|true_duplicate,,,,
PZ000015282,QWEST,7474680,7340793,30,0,,6,2,8.4,2,DEPT OF ADMINISTRATION,2016,0.0045211735773204925,offcontract|true_duplicate,,,,
IV0000002495,UNITED STATE POSTAL SERVICE,300000,300000,1,0,,1,2,8.4,1,DEPT OF REVENUE,2021,0.0036503953805475916,offcontract|round_100k,,,,
PZ000059245,"WIPAIRE\, INC.",438092,438092,3,0,,1,2,8.4,1,GAME AND FISH DEPARTMENT,2018,0.004056282395438164,new_vendor_large|whole_dollar,,,,
IV0000008740,FREIGHTLINER OF ARIZONA LLC,11408260,8033332,29,0,,5,2,8.4,4,DEPT OF TRANSPORTATION,2021,0.0013375842175350147,whole_dollar|true_duplicate|offcontract|peer_outlier,,,,
IV0000047962,VENTRAQ CORPORATION,49763626,28104541,69,0,,2,2,8.4,8,DEPT OF PUBLIC SAFETY,2023,0.016687798504463593,offcontract|new_vendor_large|whole_dollar|peer_outlier,,,,
VC0000000923,BLOOMBERG FINANCE LP,4914331,1008098,5,0,,1,2,8.4,1,ARIZONA STATE RETIREMENT SYSTEM (ASRS),2016,0.015367037165671683,true_duplicate,,,,
WES16838,NAME REDACTED,788191,788191,1,0,,1,2,8.4,1,INDUSTRIAL COMMISSION,2021,0.019285562158046582,offcontract|peer_outlier,,,,
PZ000057795,"INRIX\, INC.",450000,450000,2,0,,2,2,8.4,1,DEPT OF TRANSPORTATION,2018,0.00014820036166269504,whole_dollar|new_vendor_large,,,,
IV0000039051,HANESBRANDS,2732722,2732722,8,0,,1,2,8.4,1,DEPT OF HEALTH SERVICES,2021,0.002481727781572813,new_vendor_large|whole_dollar,,,,
IV0000051967,DMS COMPANIES INC,872008,872008,2,0,,1,2,8.4,1,DEPT OF EMERGENCY AND MILITARY AFFAIRS,2023,0.0017265934070409246,new_vendor_large|whole_dollar,,,,
IV0000001318,NORWOOD EQUIPMENT LLC,737368,621415,2,0,,1,2,8.4,1,DEPT OF TRANSPORTATION,2024,0.00015602692672775093,whole_dollar|peer_outlier,,,,
PZ9000007904,3M COMPANY,5140635,5140635,20,0,,2,2,8.4,1,DEPT OF CORRECTIONS,2016,0.002299314163941463,offcontract|true_duplicate,,,,
IV0000002938,BALAR HOLDING CORP,815869,815869,4,0,,3,2,8.4,1,DEPT OF TRANSPORTATION,2021,0.0002597533389681333,whole_dollar|true_duplicate,,,,
PZ000006040,CENTURYLINK COMMUNICATIONS LLC,19615249,12786741,39,0,,5,2,8.4,6,DEPT OF ADMINISTRATION,2016,0.008588071499589258,offcontract|whole_dollar|true_duplicate|peer_outlier,,,,
IV0000023202,NTT DATA STATE HEALTH CONSULTING LLC,2665783,1421321,11,0,,7,2,8.4,2,AHCCCS,2023,0.0001287639914192555,whole_dollar|new_vendor_large|offcontract|true_duplicate,,,,
VC0000045941,JANA HAPPEL,125000,125000,1,0,,1,2,8.4,1,DEPT OF ADMINISTRATION,2018,8.107418720218097e-05,new_vendor_large|person_name_payee,,,,
PZ000056187,"PRO-LITE, INC.",424980,424980,1,0,,1,2,8.4,1,LOTTERY COMMISSION,2017,0.0010358398222879766,whole_dollar|new_vendor_large,,,,
IV0000027415,PROGRESSIVE SERVICES,1038568,588180,3,0,,1,2,8.4,1,DEPT OF EMERGENCY AND MILITARY AFFAIRS,2021,0.005254230113363826,new_vendor_large|whole_dollar,,,,
IV0000017785,SAN TAN AUTO PARTNERS LLC,4094635,2601198,17,0,,3,2,8.4,3,DEPT OF TRANSPORTATION,2021,0.0021278839517158035,true_duplicate|whole_dollar|offcontract,,,,
PZ000021612,VIRTRA SYSTEMS,1130593,1130593,7,0,,1,2,8.4,1,DEPT OF PUBLIC SAFETY,2017,0.002750813607729396,true_duplicate|new_vendor_large,,,,
IV0000060539,PAC-12 MMR,100000,100000,1,0,,1,2,8.4,1,DEPT OF TRANSPORTATION,2023,2.202151256189866e-05,offcontract|round_100k,,,,
HEN71448,NAME REDACTED,100000,100000,1,0,,1,2,8.4,1,INDUSTRIAL COMMISSION,2018,0.0027486321967571644,offcontract|round_100k,,,,
IV0000017006,MICROWAVE NETWORKS INC,1322230,415175,1,0,,1,2,8.4,1,DEPT OF PUBLIC SAFETY,2024,0.0016385151811305976,whole_dollar|peer_outlier,,,,
IV0000002707,THE CENTER TO PROMOTE HEALTHCARE ACCESS INC,29840589,16533393,43,0,,2,2,8.4,1,AHCCCS,2021,0.0016973188761843449,offcontract|true_duplicate,,,,
PZ000039040,CORNERSTONE DETENTION PRODUCTS INC,773756,773756,3,0,,1,2,7.8,1,DEPT OF CORRECTIONS,2018,0.0014799992770681573,new_vendor_large|whole_dollar,,,,
IV0000071407,BPR COMPANIES LLC,1391254,928818,4,0,,1,2,7.8,1,DEPT OF ADMINISTRATION,2024,0.000427841805094321,new_vendor_large|whole_dollar,,,,
PZ000026994,TITLE SECUIRTY,671345,671345,1,0,,1,2,7.8,1,DEPT OF EMERGENCY AND MILITARY AFFAIRS,2018,0.007742034021091254,person_name_payee|whole_dollar,,,,
IV0000009714,FEDERAL HIGHWAY ADMINISTRATION,528140,528140,2,0,,2,2,7.8,1,DEPT OF TRANSPORTATION,2023,7.175310026129824e-05,offcontract|round_100k|whole_dollar,,,,
PZ000046563,BRIGHTVIEW LANDSCAPE DEVELOPMENT,10262336,6595649,29,0,,6,2,7.8,1,DEPT OF TRANSPORTATION,2016,0.0014683424196678743,offcontract|true_duplicate,,,,
IV0000026134,CONCORD GENERAL CONTRACTING,25077850,6684506,22,0,,1,2,7.8,1,DEPT OF ADMINISTRATION,2023,0.005388442243523657,new_vendor_large|whole_dollar,,,,
IV0000009866,ECONOSMART PROPERTY SERVICES LLC,3014614,661314,2,0,,1,2,7.8,2,DEPT OF ADMINISTRATION,2021,0.006621175597011458,true_duplicate|offcontract,,,,
IV0000073352,HAYDON COMPANIES LLC,2329179,2329179,7,0,,6,2,7.8,1,DEPT OF TRANSPORTATION,2024,0.00035124665442832175,offcontract|short_tenure_vendor|new_vendor_large,,,,
PZ000003785,CONTRACTORS WEST INC,1712288,1712288,4,0,,4,2,7.8,1,DEPT OF TRANSPORTATION,2018,0.0006056361206754091,short_tenure_vendor|new_vendor_large|offcontract,,,,
IV0000027367,HOMES DIRECT OF ARIZONA,11390309,2783801,11,0,,1,2,7.8,3,DEPT OF ADMINISTRATION,2021,0.003156898032036667,new_vendor_large|whole_dollar,,,,
PZ000008599,C AND E PAVING AND GRADING LLC,2628248,2628248,8,0,,6,2,7.8,1,DEPT OF TRANSPORTATION,2017,0.0007721824244476764,offcontract|short_tenure_vendor|new_vendor_large,,,,
PZ000015701,M ANDERSON CONSTRUCTION CORP,1411430,829749,3,0,,2,2,7.8,1,DEPT OF TRANSPORTATION,2016,0.0003098912004441394,offcontract|true_duplicate,,,,
IV0000003980,PRESCOTT CREEKS PRESERVATION ASSN,1273560,1273560,3,0,,2,2,7.8,1,DEPT OF TRANSPORTATION,2023,0.00023226240807040942,offcontract|true_duplicate,,,,
09843601,MIND 247 PRACTICE LLC,445734,445734,2,0,,1,2,7.5,1,DEPT OF CHILD SAFETY,2023,9.209799101640451e-05,offcontract|new_vendor_large,,,,
PZ000020684,STRUCK LOVE BOJANOWSKI & ACEDO PLC,1753397,116294,1,0,,1,2,7.5,2,DEPT OF CORRECTIONS,2016,0.0016006220136846722,offcontract|whole_dollar,,,,
IV0000006401,AMERICAN ASSN OF STATE HIGHWAY & TRANSPORT,857697,857697,4,0,,3,2,7.5,1,DEPT OF TRANSPORTATION,2023,0.00016721109748500955,offcontract|whole_dollar,,,,
PZ000036202,BLANCHARD TRAINING AND DEVELOPMENT INC,358212,233085,1,0,,1,2,7.5,1,DEPT OF ADMINISTRATION,2016,0.00023362379185077475,offcontract|whole_dollar,,,,
VC0000026750,CHEROKEE DEVELOPMENT LTD.,459000,459000,2,0,,1,2,7.5,1,LAND DEPARTMENT,2025,0.015558315990994283,offcontract|whole_dollar,,,,
15744201,GROSSMAN & GROSSMAN LTD,214297,214297,2,0,,1,2,7.5,1,DEPT OF CHILD SAFETY,2023,4.4322301010288154e-05,offcontract|new_vendor_large,,,,
IV0000002941,NATHAN & ASSOCIATES INC,846900,846900,2,0,,2,2,7.5,1,LAND DEPARTMENT,2024,0.01589388751236867,offcontract|whole_dollar,,,,
IV0000003107,MEDICAL REVIEW INSTITUTE OF AMERICA,252460,252460,2,0,,2,2,7.5,1,DEPT OF ECONOMIC SECURITY,2021,6.95193201021922e-05,new_vendor_large|offcontract,,,,
IV0000021016,HEALTHTECH SOLUTIONS LLC,1372588,949650,4,0,,2,2,7.5,1,AHCCCS,2024,6.435618292237891e-05,whole_dollar|offcontract,,,,
PZ000025323,VIVRE,4173770,4173770,27,0,,1,2,7.5,1,DEPT OF CORRECTIONS,2016,0.0016993465059335318,whole_dollar|offcontract,,,,
PZ000037417,LEGATUS SOLUTIONS CORPORATION,1531923,1531923,13,0,,2,2,7.5,1,DEPT OF TRANSPORTATION,2016,0.00022776767267075024,whole_dollar|offcontract,,,,
IV0000013671,COMMUNITY MEDICAL SERVICES ARIZONA-PRIVATE LLC,114000,114000,1,0,,1,2,7.5,1,DEPT OF CORRECTIONS,2023,0.00014862671544003337,offcontract|whole_dollar,,,,
IV0000004291,GUIDESOFT INC,6990214,2512925,19,0,,3,2,7.5,12,DEPT OF ECONOMIC SECURITY,2021,0.07040501322594317,whole_dollar|offcontract,,,,
IV0000032233,PAXIS INSTITUTE INC,5622292,4857784,24,0,,2,2,7.5,3,AHCCCS,2021,0.0009476079680790209,whole_dollar|round_100k|offcontract,,,,
IV0000001481,FENNEMORE CRAIG PC,483900,483900,2,0,,1,2,7.5,1,DEPT OF ADMINISTRATION,2025,0.0006612120122092995,offcontract|whole_dollar,,,,
PZ000026371,"MAXIMUS, INC.",1673768,1673768,8,0,,2,2,7.5,1,DEPT OF ECONOMIC SECURITY,2016,0.00039641960432302165,offcontract|whole_dollar,,,,
IV0000011458,NATIONAL FOREST FOUNDATION,1501764,263099,2,0,,1,2,7.5,2,DEPT OF FORESTRY AND FIRE MANAGEMENT,2021,0.0050425568263811294,offcontract|whole_dollar,,,,
55850401,"DEER VALLEY USD #97",178394,178394,1,0,,1,2,7.5,1,OFFICE OF ECONOMIC OPPORTUNITY,2025,0.007532714561632335,offcontract|new_vendor_large,,,,
PZ9000020629,SAGE COUNSELING INC,1715471,729477,6,0,,1,2,7.5,1,DEPT OF CORRECTIONS,2017,0.002665898026221607,whole_dollar|offcontract,,,,
IV0000013771,WIENEKE LAW GROUP PLC,699814,452097,4,0,,3,2,7.5,1,DEPT OF ADMINISTRATION,2023,0.001381603451014771,offcontract|whole_dollar,,,,
00860301,NEW HOPE OF AZ,635461,635461,2,0,,2,2,7.5,1,DEPT OF CHILD SAFETY,2024,0.00022786885858061814,new_vendor_large|offcontract,,,,
IV0000002305,AMERICAN SOCIETY FOR TRAINING AND DEVELOPMENT,228580,228580,2,0,,2,2,7.5,1,AHCCCS,2025,1.7080323448101374e-05,whole_dollar|offcontract,,,,
PZ000037028,TRIZETTO CROPORATION,4663159,229176,2,0,,1,2,7.5,1,DEPT OF CHILD SAFETY,2016,0.0014812333903635767,whole_dollar|offcontract,,,,
PZ000008592,EARLS LOGGING INC,237596,237596,2,0,,2,2,7.5,1,DEPT OF FORESTRY AND FIRE MANAGEMENT,2016,0.008777470256630861,offcontract|whole_dollar,,,,
IV0000000050,BURGESS & NIPLE INC,1027779,1027779,7,0,,1,2,7.5,1,DEPT OF TRANSPORTATION,2024,0.0006695765288460113,offcontract|whole_dollar,,,,
PZ000016735,TOHONO O ODHAM NATION,1027163,883277,2,0,,1,2,7.5,2,DEPT OF WATER RESOURCES,2016,0.024048221567777337,offcontract|whole_dollar,,,,
02490601,INTERMOUNTAIN CTRS FOR HU,113944,113944,1,0,,1,2,7.5,1,DEPT OF CHILD SAFETY,2023,4.761901821651076e-05,offcontract|new_vendor_large,,,,
IV0000001269,RITE OF PASSAGE INC,596064,259290,1,0,,1,2,7.5,2,DEPT OF EDUCATION,2021,0.00014579778098656857,whole_dollar|offcontract,,,,
IV0000036848,DCMC LLC,132907,132907,1,0,,1,2,7.5,1,DEPT OF EMERGENCY AND MILITARY AFFAIRS,2021,0.001603435055449222,offcontract|new_vendor_large,,,,
IV0000055115,HEALTH ACCESS LLC,203174,203174,2,0,,2,2,7.5,1,DEPT OF HEALTH SERVICES,2025,0.0009838998041709474,new_vendor_large|offcontract,,,,
60384302,LA FRONTERA SO TUCSON,266767,266767,2,0,,1,2,7.5,1,DEPT OF CHILD SAFETY,2023,5.4055517180529525e-05,offcontract|new_vendor_large,,,,
PZ000005677,CHANGE AND INNOVATION AGENCY LLC,630000,480000,3,0,,1,2,7.5,1,DEPT OF ECONOMIC SECURITY,2016,0.00021725976913752407,offcontract|whole_dollar,,,,
VC0000010768,MANNS CLEAN-UP SERVICE INC,156800,156800,1,0,,1,2,7.5,1,DEPT OF FORESTRY AND FIRE MANAGEMENT,2025,0.0009647465071664896,whole_dollar|offcontract,,,,
VC0000060744,"MOUNTAIN INSTITUTE JTED #2",314188,124500,1,0,,1,2,7.5,2,OFFICE OF ECONOMIC OPPORTUNITY,2021,0.005531797754350515,offcontract|whole_dollar,,,,
IV0000002712,HORROCKS LLC,1108084,1108084,5,0,,1,2,7.5,1,DEPT OF TRANSPORTATION,2025,0.0005741195151462584,offcontract|whole_dollar,,,,
IV0000018050,MICROSOFT,284483,284483,1,0,,1,2,7.5,1,DEPT OF CHILD SAFETY,2023,0.00011888982427258781,whole_dollar|offcontract,,,,
IV0000009557,WESTERN MARICOPA EDUCATION CENTER,269519,269519,1,0,,1,2,7.5,1,OFFICE OF ECONOMIC OPPORTUNITY,2024,0.008970822716626773,new_vendor_large|offcontract,,,,
VC0000080953,NATIVE COMMUNITY CAPITAL,250000,250000,1,0,,1,2,7.5,1,OFFICE OF ECONOMIC OPPORTUNITY,2024,0.00832114962532175,offcontract|new_vendor_large,,,,
PZ000007643,"FAST ENTERPRISES, LLC",1700000,1700000,8,0,,2,2,7.5,1,DEPT OF REVENUE,2016,0.006173569651282518,whole_dollar|offcontract,,,,
PZ000025387,CENTRAL ARIZONA WATER CONSERVATION DISTRICT,9216995,5736704,15,0,,7,2,7.5,3,DEPT OF WATER RESOURCES,2016,0.11657217410733248,whole_dollar|offcontract,,,,
PZ000042363,CARDNO INC,551740,551740,4,0,,2,2,7.5,1,DEPT OF TRANSPORTATION,2018,0.0003191055021583711,offcontract|whole_dollar,,,,
VC0000082805,"PHIL CLARK LAND, LLC",460000,460000,1,0,,1,2,7.5,1,LAND DEPARTMENT,2025,0.015592212104264423,offcontract|new_vendor_large,,,,
PZ000051538,ACLU FOUNDATION OF ARIZONA,375000,375000,1,0,,1,2,7.5,1,DEPT OF ADMINISTRATION,2024,0.00015031189565884609,whole_dollar|offcontract,,,,
VC0000060095,NEW MAGMA IRRIGATION & DRAINAGE DISTRICT,1554148,139046,1,0,,1,2,7.5,1,DEPT OF WATER RESOURCES,2024,0.019640296985907663,offcontract|whole_dollar,,,,
PZ000023712,PARENTS ACTION FOR CHILDREN,467856,467856,1,0,,1,2,7.5,1,EARLY CHILDHOOD DEVELOP AND HEALTH BOARD,2016,0.0026727369315594817,whole_dollar|offcontract,,,,
IV0000017311,CORVEL CORP,17643866,17643866,120,0,,3,2,7.5,1,DEPT OF ADMINISTRATION,2023,0.005762627048598465,offcontract|whole_dollar,,,,
PZ000001315,LOGAN SIMPSON DESIGN INC,323739,323739,2,0,,1,2,7.5,2,PARKS BOARD,2016,0.005857265256647871,whole_dollar|offcontract,,,,
VC0000027181,"SCOUT TOURS, INC. FSO SHERYL CROW",145000,145000,1,0,,1,2,7.5,1,EXPOSITION AND STATE FAIR BOARD,2016,0.011630248930219465,whole_dollar|offcontract,,,,
IV0000000698,MANAGEMENT AND TRAINING CORP,25602908,9147871,24,0,,3,2,7.5,1,DEPT OF CORRECTIONS,2021,0.005848904370156083,whole_dollar|offcontract|true_duplicate,,,,
VC0000081166,AZ STATE BLDG AND CONSTRUCTION TRADES,147543,147543,1,0,,1,2,7.5,1,OFFICE OF ECONOMIC OPPORTUNITY,2025,0.008355276633240425,new_vendor_large|offcontract,,,,
PZ000034458,DEIGHTON ASSOCIATES LIMITED,304400,304400,1,0,,1,2,7.5,1,DEPT OF TRANSPORTATION,2018,0.0001320255234134581,whole_dollar|offcontract,,,,
IV0000000673,KIMLEY-HORN AND ASSOCIATES INC,23970978,20748251,96,0,,1,2,7.5,1,DEPT OF TRANSPORTATION,2021,0.004226860484953756,offcontract|whole_dollar,,,,
IV0000001380,CENTURYLINK COMMUNICATIONS LLC,6012558,2695061,10,0,,3,2,7.5,5,SUPREME COURT,2021,0.013231105749528646,offcontract|whole_dollar,,,,
IV0000040277,NEXTGEN COMMUNICATIONS INC,18422638,14073235,27,0,,10,2,7.5,1,DEPT OF ADMINISTRATION,2023,0.0031706620730693707,offcontract|new_vendor_large,,,,
PZ000046864,NFRA INC,630505,499658,1,0,,1,2,7.5,1,DEPT OF TRANSPORTATION,2016,0.0004963710003285347,offcontract|whole_dollar,,,,
PZ000016198,INTERNATIONAL CONSULTING ACQUISITION CORP,1580761,1180909,8,0,,1,2,7.5,1,DEPT OF ADMINISTRATION,2016,0.0015485154423612371,whole_dollar|offcontract,,,,
PZ000004780,ARBOR E & T LLC,6859037,6859037,31,0,,1,2,7.5,1,DEPT OF ECONOMIC SECURITY,2016,0.0009766242599749007,offcontract|whole_dollar,,,,
IV0000036622,KLIK TECHNOLOGIES CORP,3441135,3441135,14,0,,2,2,7.5,1,STATE TREASURER,2024,0.01700645778601686,offcontract|new_vendor_large,,,,
PCARDADA0001,PCARD VENDOR ADA,228608,228608,2,0,,2,2,7.5,1,DEPT OF ADMINISTRATION,2018,0.0019634180979610227,offcontract|masked_payee,,,,
VC0000001956,ARIZONA COLLEGE FOOTBALL CHAMPIONSHIP FOUNDATION,375000,375000,1,0,,1,2,7.5,1,OFFICE OF TOURISM,2016,0.012461923709524708,offcontract|whole_dollar,,,,
PZ9000001859,MAXIMUS INC,12424108,12424108,50,0,,12,2,7.5,1,DEPT OF ECONOMIC SECURITY,2016,0.001404485211395429,offcontract|whole_dollar,,,,
IV0000064665,RECOVERY HEALTH PARTNERS LLC,210202,210202,1,0,,1,2,7.5,1,AHCCCS,2023,6.80003709371152e-06,offcontract|new_vendor_large,,,,
IV0000009815,PRISON LAW OFFICE,3282977,3282977,8,0,,3,2,7.5,1,DEPT OF CORRECTIONS,2021,0.0010605478092061166,offcontract|whole_dollar,,,,
IV0000017301,SOUTHWEST HUMAN DEVELOPMENT INC,80255578,1945695,12,0,,3,2,7.5,3,EARLY CHILDHOOD DEVELOP AND HEALTH BOARD,2021,0.1717818926057559,whole_dollar|true_duplicate|offcontract,,,,
IV0000016235,AARETE LLC,1020283,808457,7,0,,1,2,7.5,2,AHCCCS,2021,0.00010838079723284604,whole_dollar|offcontract,,,,
IV0000011672,PCC TECHNOLOGY INC,782611,782611,3,0,,1,2,7.5,1,CORPORATION COMMISSION,2023,0.010196743721703243,offcontract|whole_dollar,,,,
IV0000040908,ASPEN MEDICAL INTERNATIONAL LLC,3338685,1722864,9,0,,4,2,7.5,1,DEPT OF EMERGENCY AND MILITARY AFFAIRS,2024,0.052077942363893404,whole_dollar|offcontract,,,,
00028302,PATHWAYS OF ARIZONA INC,497098,497098,2,0,,1,2,7.5,1,DEPT OF CHILD SAFETY,2023,9.812475774457687e-05,offcontract|new_vendor_large,,,,
IV0000008902,COLLIERS INTERNATIONAL,440000,440000,1,0,,1,2,7.5,1,LAND DEPARTMENT,2023,0.016946127919650594,new_vendor_large|offcontract,,,,
PZ000019305,"SOCIAL SOLUTIONS GLOBAL, INC.",818280,818280,4,0,,1,2,7.5,1,DEPT OF HEALTH SERVICES,2016,0.0005869858862967923,whole_dollar|offcontract,,,,
52886801,AVIVA CHILDRENS SERVICES,185108,185108,1,0,,1,2,7.5,1,DEPT OF CHILD SAFETY,2023,7.735948225887025e-05,whole_dollar|offcontract,,,,
VC0000009959,CENTRAL ARIZONA IRRIGATION AND DRAINAGE DISTRICT,15275044,7807348,15,0,,6,2,7.5,2,DEPT OF WATER RESOURCES,2021,0.07281764408504018,offcontract|whole_dollar,,,,
PZ000019184,ARIZONA ASSOCIATION OF CONSERVATION DIST,226800,226800,1,0,,1,2,7.5,1,DEPT OF WATER RESOURCES,2021,0.003550982200557207,whole_dollar|offcontract,,,,
VC0000011123,COPPERSMITH BROCKELMAN PLC,338750,108750,1,0,,1,2,7.5,2,DEPT OF ADMINISTRATION,2023,8.807219614985655e-05,offcontract|whole_dollar,,,,
IV0000062613,PIPELINE AZ,2047857,1030000,7,0,,2,2,7.5,2,AHCCCS,2024,0.0001633842734757571,whole_dollar|offcontract,,,,
PZ000026006,HEREFORD NATURAL RESOURCE CONSERVATION DISTRICT,986488,114625,1,0,,1,2,7.5,2,DEPT OF ENVIRONMENTAL QUALITY,2017,0.006412551943675422,whole_dollar|offcontract,,,,
PZ000058569,"SUPERIOR STEEL PRODUCTS\, INC.",116997,116997,1,0,,1,2,7.2,1,DEPT OF PUBLIC SAFETY,2018,0.00017731223122713068,whole_dollar|new_vendor_large,,,,
PZ000010482,EMPIRE TITLE AGENCY OF ARIZONA LLC,1713705,1292516,5,0,,1,2,7.2,2,DEPT OF TRANSPORTATION,2016,0.006430490061554916,whole_dollar|peer_outlier|offcontract,,,,
IV0000071927,CRANEWORKS,2084160,2084160,10,0,,7,2,7.2,1,DEPT OF TRANSPORTATION,2024,0.0002559550381846134,whole_dollar|new_vendor_large,,,,
IV0000068150,NABCO SYSTEMS LLC,195000,195000,1,0,,1,2,7.2,1,DEPT OF PUBLIC SAFETY,2025,0.00027328617639152066,new_vendor_large|whole_dollar,,,,
PZ000055003,CLARK BOAT COMPANY INC,120005,120005,1,0,,1,2,7.2,1,GAME AND FISH DEPARTMENT,2017,0.0010856429915766478,new_vendor_large|whole_dollar,,,,
PZ000045815,"BIOFIRE DIAGNOSTICS\, LLC",152040,152040,1,0,,1,2,7.2,1,DEPT OF HEALTH SERVICES,2018,0.0003881257194008101,whole_dollar|new_vendor_large,,,,
PZ000055607,"L-3 COMMUNICATIONS EO/IR, INC.",632540,632540,2,0,,1,2,7.2,1,DEPT OF PUBLIC SAFETY,2017,0.000617517408914264,whole_dollar|new_vendor_large,,,,
PZ000005856,CUSTOM STORAGE,5171502,3201327,7,0,,1,2,7.2,5,DEPT OF ECONOMIC SECURITY,2016,0.0007048217097334839,offcontract|whole_dollar|peer_outlier,,,,
VC0000004097,J AND H MARSH AND MCLENNAN,41844496,1672181,7,0,,7,2,7.0,1,DEPT OF ADMINISTRATION,2016,0.007948448577184825,whole_dollar|offcontract,explained_benign,2,downgrade,Marsh & McLennan (Marsh USA / J&H Marsh & McLennan) is the world's largest insurance brokerage and risk-advisory firm; states routinely retain it to place property/casualty and workers' compensation coverage and pay premiums for self-insurance/risk-management programs.
VC0000006958,FEDERAL BUREAU OF INVESTIGATION,24924711,24924711,84,0,,25,2,7.0,1,DEPT OF PUBLIC SAFETY,2016,0.006539570746194487,offcontract|whole_dollar,,,,
VC0000022277,3000 - PERRYVILLE - INMATE TRUST ACCOUNT,13008102,13008102,77,0,,4,2,7.0,1,DEPT OF CORRECTIONS,2016,0.003966335310544432,offcontract|whole_dollar,,,,
VC0000037754,US TREASURY,187873,187873,1,0,,1,2,7.0,1,GOVERNOR'S OFFICE,2018,0.0033207167043829244,whole_dollar,,,,
PZ000014339,STATE BAR OF ARIZONA,373620,373620,3,0,,3,2,7.0,1,ATTORNEY GENERAL (DEPT OF LAW),2016,0.0016393764432518795,whole_dollar|offcontract,,,,
PZ000001125,ABBCO SIGN GROUP INC,2137337,1982252,13,0,,2,2,7.0,1,DEPT OF TRANSPORTATION,2016,0.0008172159910132351,offcontract|whole_dollar,,,,
PZ000006528,WILLIS OF ARIZONA INC,2539087,1947611,3,0,,3,2,7.0,1,DEPT OF ADMINISTRATION,2016,0.0006221075335487416,whole_dollar|offcontract,,,,
ZUR33459,NAME REDACTED,125000,125000,1,0,,1,2,7.0,1,INDUSTRIAL COMMISSION,2021,0.0034884276306621073,whole_dollar|offcontract,,,,
PZ000028265,TABB TEXTILE CO INC,311145,311145,3,0,,1,2,7.0,1,DEPT OF CORRECTIONS,2023,0.0006296412207508775,offcontract|whole_dollar,,,,
IV0000010689,OPENGOV INC,520926,400926,3,0,,1,2,7.0,1,DEPT OF ADMINISTRATION,2021,7.230444264721922e-05,whole_dollar|offcontract,,,,
VC0000012808,LAW OFFICES OF JOEL B ROBBINS,2704000,625000,1,0,,1,2,7.0,1,DEPT OF ADMINISTRATION,2016,0.000805137544572149,offcontract|whole_dollar,,,,
PZ000012470,MERCK AND CO INC,534300,381243,3,0,,1,2,7.0,1,DEPT OF HEALTH SERVICES,2016,0.00037187610986059744,whole_dollar|offcontract,,,,
IV0000038457,PHOENIX AZ I SGF LLC,115306,115306,1,0,,1,2,7.0,1,DEPT OF PUBLIC SAFETY,2023,0.001278934950624785,offcontract|whole_dollar,,,,
CRU23687,NAME REDACTED,299850,299850,2,0,,2,2,7.0,1,INDUSTRIAL COMMISSION,2025,0.006896934517834911,whole_dollar|offcontract,,,,
PZ000030098,STAR BRIGHT BOOKS,223322,223322,2,0,,2,2,7.0,1,EARLY CHILDHOOD DEVELOP AND HEALTH BOARD,2017,0.0007844986961573657,offcontract|new_vendor_large|whole_dollar,,,,
IV0000035970,FEDERAL EASTERN INTERNATIONAL LLC,6993401,6993401,36,0,,36,2,7.0,1,DEPT OF HEALTH SERVICES,2021,0.0055035334865722926,new_vendor_large|offcontract,,,,
PZ000023721,FIRST BOOK,128878,128878,1,0,,1,2,7.0,1,EARLY CHILDHOOD DEVELOP AND HEALTH BOARD,2016,0.0007362462041407557,offcontract|person_name_payee,,,,
VC0000072928,KAZI SYED ASRA MAHMOOD AND VIPER LAW GROUP,250000,250000,1,0,,1,2,7.0,1,DEPT OF ADMINISTRATION,2023,0.00011183512009847473,offcontract|new_vendor_large,,,,
PZ9000016482,CURRIER MCCABE INC,8898183,8748335,56,0,,5,2,7.0,1,DEPT OF HEALTH SERVICES,2016,0.00900909446229611,whole_dollar|offcontract|true_duplicate,,,,
IV0000003362,STATE BAR OF ARIZONA,485395,485395,4,0,,4,2,7.0,1,ATTORNEY GENERAL (DEPT OF LAW),2021,0.0017597065327674103,offcontract|whole_dollar,,,,
PCARDPRA0001,PCARD VENDOR PRA,1568845,1568845,14,0,,14,2,7.0,1,PARKS BOARD,2016,0.033713352824148765,offcontract|masked_payee,,,,
IV0000022489,JUPITER ALUMINUM CORP.,859561,859561,8,0,,3,2,7.0,1,DEPT OF CORRECTIONS,2023,0.0004095065423316251,offcontract|new_vendor_large,,,,
IV0000008218,DISCOUNTCELL INC,134864,134864,1,0,,1,2,7.0,1,DEPT OF CHILD SAFETY,2021,7.583341313344906e-05,offcontract|new_vendor_large,,,,
IV0000012139,ECOINTERACTIVE INC,1157304,525988,3,0,,1,2,7.0,1,DEPT OF TRANSPORTATION,2021,0.0001579290390586612,whole_dollar|offcontract,,,,
